Rk,Team,W,L,PW,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.D,TOV%.D,DRB%,FT/FGA.D,Year
2,Seattle SuperSonics,61,21,61,6.33,111.6,103.6,8,89.8,0.327,0.243,0.558,0.521,13.4,28.7,0.236,0.478,15.9,66.1,0.223,1998
3,Chicago Bulls,62,20,61,7.24,107.7,99.8,7.9,89,0.295,0.141,0.516,0.473,13.3,35.7,0.219,0.457,14.7,70.6,0.22,1998
4,Utah Jazz,62,20,59,5.73,112.7,105.4,7.3,89.2,0.433,0.11,0.569,0.51,14.8,32.3,0.334,0.471,13.5,71,0.271,1998
5,Indiana Pacers,58,24,59,6.25,108.4,101.6,6.8,87.9,0.343,0.165,0.55,0.502,14,27.9,0.262,0.453,14.4,67.8,0.236,1998
6,Phoenix Suns,56,26,56,4.44,107.4,101.8,5.6,91.4,0.29,0.18,0.54,0.5,14,29.7,0.217,0.471,15.3,70,0.227,1998
7,Miami Heat,55,27,56,5.09,107.6,102,5.6,87.9,0.329,0.244,0.538,0.494,14.5,31.5,0.243,0.452,14.2,69.6,0.257,1998
8,San Antonio Spurs,56,26,53,3.3,103.8,99.4,4.4,88.4,0.35,0.139,0.531,0.493,15.6,30.6,0.241,0.437,12.2,72.2,0.218,1998
9,Atlanta Hawks,50,32,51,3.85,108.2,104.3,3.9,87.7,0.364,0.16,0.533,0.481,14.1,33.9,0.275,0.468,13,69.1,0.194,1998
10,Cleveland Cavaliers,47,35,49,3.06,102.2,99.1,3.1,89.9,0.352,0.129,0.529,0.478,16.5,30,0.266,0.46,16.8,71.1,0.264,1998
11,New York Knicks,43,39,49,2.74,103,100.3,2.7,88.2,0.283,0.178,0.521,0.476,14.7,29.5,0.218,0.455,14.7,74,0.282,1998
12,Charlotte Hornets,51,31,47,2.45,107.5,105.3,2.2,89.4,0.345,0.142,0.542,0.495,14.6,30.4,0.259,0.493,14.6,70.8,0.224,1998
13,Detroit Pistons,37,45,46,1.95,105.3,103.5,1.8,88.2,0.359,0.147,0.523,0.472,14,30.9,0.267,0.474,14.8,70.2,0.243,1998
14,New Jersey Nets,43,39,46,1.88,108.3,106.6,1.7,91,0.339,0.135,0.513,0.463,12.9,36.7,0.253,0.499,16.7,66.4,0.258,1998
15,Portland Trail Blazers,46,36,45,0.83,104,102.4,1.6,90,0.348,0.164,0.524,0.476,15.8,33,0.256,0.46,13.4,71.4,0.249,1998
16,Washington Wizards,42,40,43,1.11,105.2,104.5,0.7,91.8,0.317,0.139,0.513,0.476,13,31.2,0.219,0.481,15.1,69.5,0.248,1998
17,Minnesota Timberwolves,45,37,43,0.17,107.8,107.1,0.7,92.6,0.329,0.128,0.529,0.483,12.7,30.6,0.244,0.48,13.5,68.5,0.24,1998
18,Houston Rockets,41,41,39,-1.23,107.7,108.6,-0.9,91,0.326,0.256,0.544,0.496,14.8,29.8,0.251,0.499,13.3,69.3,0.208,1998
19,Orlando Magic,41,41,38,-0.53,102.6,103.8,-1.2,87.1,0.331,0.141,0.499,0.452,14.5,34.2,0.24,0.478,14.8,66.9,0.202,1998
20,Milwaukee Bucks,36,46,35,-1.33,103.5,105.6,-2.1,90.2,0.339,0.11,0.527,0.475,15.8,31.4,0.26,0.485,15.5,69.1,0.282,1998
21,Philadelphia 76ers,31,51,34,-1.89,102.8,105.4,-2.6,90.4,0.367,0.126,0.514,0.462,15.4,32.5,0.271,0.481,15.1,67.3,0.256,1998
22,Boston Celtics,36,46,33,-1.96,102.6,105.4,-2.8,93.3,0.283,0.18,0.504,0.464,14.6,32.8,0.206,0.504,19,66.8,0.343,1998
23,Sacramento Kings,27,55,25,-5.83,100.8,106.9,-6.1,92.1,0.314,0.121,0.502,0.464,14.3,30.2,0.215,0.482,14,66.6,0.23,1998
24,Dallas Mavericks,20,62,24,-6.33,100.5,107.2,-6.7,89.9,0.257,0.175,0.498,0.458,13.6,27.6,0.194,0.488,14,65.1,0.195,1998
25,Los Angeles Clippers,17,65,21,-7.53,103.3,111.2,-7.9,92.4,0.306,0.219,0.518,0.477,14.8,29.6,0.221,0.498,12.9,66.1,0.243,1998
26,Vancouver Grizzlies,19,63,22,-7.47,104.1,112,-7.9,92.1,0.327,0.137,0.527,0.482,15.8,31.5,0.242,0.507,13,66.9,0.24,1998
27,Toronto Raptors,16,66,17,-8.33,101.2,111,-9.8,92.6,0.302,0.159,0.504,0.462,15.1,32.1,0.217,0.508,14.9,62.9,0.235,1998
29,Denver Nuggets,11,71,12,-11.74,99,112.1,-13.1,89.7,0.335,0.139,0.496,0.44,15.1,30.2,0.259,0.506,14.3,66.3,0.285,1998
1,San Antonio Spurs,37,13,39,7.12,104,95,9,88.6,0.371,0.137,0.523,0.479,14.6,30.4,0.259,0.423,13.8,69.5,0.198,1999
2,Utah Jazz,37,13,37,5.54,105.8,98.4,7.4,87,0.417,0.107,0.545,0.485,16,30,0.32,0.441,14.4,70.4,0.242,1999
3,Portland Trail Blazers,35,15,36,5.67,104.8,97.7,7.1,89.2,0.341,0.171,0.521,0.473,14.5,31.8,0.253,0.445,14.9,71.8,0.233,1999
4,Miami Heat,33,17,35,5.11,104.7,98.9,5.8,84.8,0.354,0.226,0.54,0.494,15.3,27.3,0.26,0.439,13.6,71,0.226,1999
5,Indiana Pacers,33,17,32,3.86,108.7,104.4,4.3,86.4,0.318,0.207,0.537,0.486,12.8,28.7,0.253,0.46,12.7,69.9,0.236,1999
6,Detroit Pistons,29,21,32,3.97,104.2,100.3,3.9,86.3,0.345,0.183,0.528,0.48,15.6,30.5,0.256,0.468,15.4,72,0.259,1999
7,Atlanta Hawks,31,19,31,2.82,100.5,97.1,3.4,85.3,0.378,0.171,0.492,0.436,14.5,33.1,0.277,0.437,13.4,72.1,0.202,1999
8,Los Angeles Lakers,31,19,30,2.68,107.6,104.3,3.3,91.6,0.382,0.174,0.538,0.498,14.1,30.6,0.261,0.468,13.3,70.2,0.267,1999
9,Orlando Magic,33,17,30,3.11,100.3,97.4,2.9,88.8,0.318,0.171,0.498,0.456,15.4,32.6,0.222,0.473,16.7,70.8,0.181,1999
10,Houston Rockets,31,19,29,1.39,105.4,102.9,2.5,88.8,0.313,0.241,0.545,0.506,15.8,27.8,0.228,0.461,12.4,69.9,0.188,1999
11,Phoenix Suns,27,23,29,2.15,105.8,103.3,2.5,90,0.303,0.175,0.526,0.481,13,28.4,0.231,0.485,15.4,69.8,0.216,1999
12,Philadelphia 76ers,28,22,29,2.56,99.9,97.6,2.3,88.6,0.383,0.096,0.494,0.439,15.3,34.2,0.276,0.454,17.1,69.8,0.249,1999
13,Milwaukee Bucks,28,22,28,1.66,104.9,103,1.9,87,0.303,0.162,0.53,0.489,14.3,29,0.222,0.463,16,67.6,0.275,1999
14,New York Knicks,27,23,27,1.45,98.6,97.5,1.1,86.9,0.329,0.159,0.509,0.463,15.9,27.9,0.241,0.434,14.9,71,0.258,1999
15,Minnesota Timberwolves,25,25,26,-0.17,101.9,101.5,0.4,91,0.264,0.095,0.481,0.439,11.7,32.5,0.196,0.467,15.8,70.2,0.276,1999
16,Charlotte Hornets,26,24,25,0.63,102.3,102.4,-0.1,89.7,0.372,0.198,0.537,0.485,15.5,24.4,0.278,0.461,14.3,69.5,0.24,1999
17,Sacramento Kings,27,23,24,-0.89,102.7,103.1,-0.4,96,0.3,0.219,0.514,0.479,14.7,30.6,0.205,0.471,13.7,67.7,0.176,1999
18,Seattle SuperSonics,25,25,23,-1.43,105,106.2,-1.2,89.6,0.341,0.226,0.519,0.481,14.3,31.9,0.232,0.489,14.1,68.6,0.213,1999
19,Toronto Raptors,23,27,22,-1.32,102,103.9,-1.9,88.8,0.338,0.168,0.504,0.45,15,33.8,0.257,0.473,14.8,70.2,0.258,1999
20,Boston Celtics,19,31,22,-1.75,100.4,102.4,-2,91.5,0.259,0.182,0.501,0.469,14.8,30.6,0.179,0.465,15.6,69.4,0.287,1999
21,Cleveland Cavaliers,22,28,22,-0.94,99.6,101.6,-2,86.4,0.381,0.15,0.52,0.464,15.9,25.1,0.285,0.468,16.2,69,0.267,1999
22,Washington Wizards,18,32,21,-1.75,101.2,103.7,-2.5,89.8,0.302,0.146,0.507,0.468,14.1,28.2,0.213,0.474,15.1,69.5,0.273,1999
23,Dallas Mavericks,19,31,21,-2.5,102.3,104.9,-2.6,89,0.3,0.148,0.502,0.459,13.2,29.8,0.218,0.476,13.3,69.1,0.212,1999
24,Golden State Warriors,21,29,20,-2.63,98.4,101.1,-2.7,88.9,0.282,0.135,0.471,0.434,14.1,35.2,0.19,0.445,14,70.4,0.29,1999
25,New Jersey Nets,16,34,18,-3.2,99.5,103.6,-4.1,91.5,0.301,0.163,0.485,0.434,13.7,31.1,0.231,0.481,15.2,69.7,0.238,1999
26,Denver Nuggets,14,36,14,-6.67,103.1,110.4,-7.3,90.5,0.332,0.231,0.511,0.459,13.9,30.1,0.253,0.499,13.2,69.2,0.248,1999
27,Vancouver Grizzlies,8,42,11,-8.94,98.4,107.9,-9.5,89,0.367,0.118,0.498,0.447,16,30.9,0.263,0.492,14.7,66.9,0.261,1999
29,Chicago Bulls,13,37,9,-8.58,92.4,103,-10.6,88.1,0.309,0.159,0.47,0.424,15.1,26.8,0.219,0.483,15.3,71.7,0.241,1999
1,Los Angeles Lakers,67,15,64,8.41,107.3,98.2,9.1,93.3,0.346,0.153,0.525,0.484,12.7,30.6,0.241,0.443,13.4,73.1,0.222,2000
2,Portland Trail Blazers,59,23,59,6.36,107.9,100.8,7.1,89.9,0.316,0.175,0.546,0.501,14.5,30.3,0.24,0.461,13.8,72.4,0.217,2000
3,San Antonio Spurs,53,29,58,5.92,105,98.6,6.4,90.8,0.346,0.138,0.535,0.488,14.3,27.8,0.258,0.451,13.5,73,0.188,2000
4,Phoenix Suns,53,29,56,5.24,104.6,99,5.6,94,0.286,0.184,0.532,0.491,15.2,29.3,0.217,0.454,15.7,70.5,0.245,2000
5,Utah Jazz,55,27,54,4.52,107.3,102.3,5,89.6,0.337,0.134,0.54,0.49,14.3,29.5,0.26,0.477,15,73.2,0.256,2000
6,Indiana Pacers,56,26,54,4.15,108.5,103.6,4.9,93.1,0.302,0.224,0.552,0.503,13.3,24.9,0.245,0.469,12.6,71.5,0.197,2000
7,Miami Heat,52,30,50,2.75,104.5,101,3.5,89.7,0.283,0.186,0.533,0.495,14.5,28.2,0.208,0.453,13.3,72.9,0.229,2000
8,Sacramento Kings,44,38,49,3.04,105,102.1,2.9,99.3,0.277,0.227,0.526,0.486,13.9,27.7,0.209,0.479,15.1,69.7,0.198,2000
9,Charlotte Hornets,49,33,49,2.33,104.3,101.4,2.9,93.9,0.376,0.153,0.53,0.475,13.7,25.7,0.285,0.478,14.6,73.2,0.198,2000
10,Minnesota Timberwolves,50,32,48,2.67,106.1,103.4,2.7,91.8,0.256,0.104,0.525,0.485,12.9,29.4,0.2,0.474,14,73,0.25,2000
11,New York Knicks,50,32,46,1.3,102.5,100.9,1.6,89.2,0.283,0.147,0.527,0.482,14.4,24.7,0.221,0.455,13.6,73.1,0.251,2000
12,Detroit Pistons,42,40,45,1.13,107.3,105.8,1.5,95.7,0.378,0.184,0.548,0.492,14.3,26.8,0.295,0.499,15.4,71.6,0.249,2000
13,Philadelphia 76ers,49,33,45,1.02,101.5,100,1.5,92.7,0.329,0.095,0.501,0.457,14.2,31.4,0.233,0.466,16.2,69.9,0.229,2000
14,Seattle SuperSonics,45,37,44,1.17,105.6,104.6,1,93.4,0.282,0.232,0.52,0.487,12.9,28.5,0.196,0.483,14,69.6,0.193,2000
15,Orlando Magic,41,41,43,0.43,102.4,101.7,0.7,97.3,0.305,0.124,0.516,0.473,15.4,31.6,0.224,0.476,15.9,69.9,0.226,2000
16,Milwaukee Bucks,42,40,42,-0.06,108.2,107.9,0.3,92.7,0.29,0.157,0.539,0.494,13.8,30,0.228,0.496,14.6,69.6,0.254,2000
17,Toronto Raptors,45,37,41,-0.46,104.7,104.9,-0.2,92.5,0.3,0.17,0.511,0.464,12.7,30.1,0.23,0.48,14.2,71.8,0.247,2000
18,Dallas Mavericks,40,42,39,-0.29,106.6,107.2,-0.6,94.9,0.248,0.188,0.532,0.49,12.6,25.5,0.2,0.488,14.2,66.1,0.21,2000
19,Boston Celtics,35,47,39,-1,104.8,105.6,-0.8,94.6,0.316,0.183,0.52,0.474,13.8,30.4,0.236,0.498,15.8,73.8,0.306,2000
20,Houston Rockets,34,48,39,-0.57,104.8,105.7,-0.9,94.2,0.322,0.244,0.536,0.494,15.8,29.1,0.236,0.481,12.5,71.6,0.201,2000
21,New Jersey Nets,31,51,38,-1.18,105.1,106.3,-1.2,92.5,0.297,0.2,0.517,0.468,12.6,28.1,0.233,0.491,15.2,67.2,0.223,2000
22,Denver Nuggets,35,47,35,-1.76,103.5,105.8,-2.3,94.7,0.306,0.202,0.517,0.476,14,29.2,0.222,0.479,13,71.6,0.235,2000
23,Washington Wizards,29,53,32,-3.47,103.5,107,-3.5,92.7,0.315,0.133,0.521,0.476,14.8,30.6,0.234,0.489,13.9,71.7,0.273,2000
24,Cleveland Cavaliers,32,50,31,-3.64,100.4,104,-3.6,95.7,0.327,0.136,0.516,0.468,15.6,28.1,0.245,0.474,15.1,71.2,0.275,2000
25,Atlanta Hawks,28,54,26,-5.41,102,107.9,-5.9,91.7,0.292,0.12,0.503,0.46,14.1,31.7,0.217,0.481,11.3,71,0.196,2000
26,Vancouver Grizzlies,22,60,25,-5.1,102.3,108.5,-6.2,91,0.32,0.139,0.524,0.474,15.8,30.1,0.247,0.502,14.1,70.6,0.231,2000
27,Golden State Warriors,19,63,20,-7.63,99.8,108.4,-8.6,95.4,0.301,0.15,0.484,0.444,13.9,32.6,0.21,0.499,14.6,69.1,0.259,2000
29,Los Angeles Clippers,15,67,13,-10.73,97.8,110.1,-12.3,93.9,0.27,0.188,0.499,0.458,14.9,26.1,0.202,0.507,13.1,69.6,0.22,2000
1,San Antonio Spurs,58,24,63,7.92,106.6,98,8.6,89.6,0.374,0.175,0.541,0.496,13.6,27.1,0.267,0.444,12.9,73.7,0.182,2001
2,Sacramento Kings,55,27,57,6.07,105.6,99.6,6,94.4,0.298,0.194,0.529,0.484,13.4,27.2,0.23,0.46,14.5,70.7,0.181,2001
3,Utah Jazz,53,29,55,5,107.6,102.4,5.2,89.8,0.363,0.135,0.546,0.497,15.1,30.2,0.273,0.473,15.6,73.2,0.301,2001
4,Philadelphia 76ers,56,26,54,3.64,103.6,98.9,4.7,90.6,0.351,0.124,0.518,0.468,14.7,31.2,0.262,0.46,14.5,72.5,0.186,2001
5,Portland Trail Blazers,50,32,53,4.52,106.5,101.8,4.7,89.1,0.296,0.165,0.539,0.497,14.8,30,0.225,0.47,14.3,72.4,0.223,2001
6,Dallas Mavericks,53,29,53,4.61,107.1,102.6,4.5,93.2,0.291,0.202,0.544,0.498,13.1,24.1,0.231,0.467,14.2,70.7,0.244,2001
7,Milwaukee Bucks,52,30,52,3.14,108.8,104.6,4.2,92.1,0.276,0.218,0.542,0.499,12.8,28.1,0.217,0.473,14.4,71.1,0.253,2001
8,Los Angeles Lakers,56,26,51,3.74,108.4,104.8,3.6,91.7,0.349,0.191,0.535,0.498,13.3,31.1,0.238,0.468,12.2,72.5,0.234,2001
9,New York Knicks,48,34,50,1.98,101.2,98.2,3,86.7,0.279,0.18,0.523,0.476,14.6,24.2,0.222,0.453,14.7,74.3,0.24,2001
10,Miami Heat,50,32,48,1.73,101.1,98.5,2.6,87.1,0.299,0.221,0.515,0.469,13.7,24.3,0.227,0.46,15.3,72.7,0.214,2001
11,Toronto Raptors,47,35,48,1.69,105.9,103.4,2.5,90.9,0.285,0.167,0.51,0.468,12.1,30.8,0.213,0.476,13.3,73.2,0.212,2001
12,Houston Rockets,45,37,48,2.71,106.7,104.2,2.5,90.4,0.321,0.217,0.538,0.492,14,27.5,0.244,0.475,12.6,71.9,0.206,2001
13,Charlotte Hornets,46,36,48,1.45,101.8,99.5,2.3,89.4,0.33,0.151,0.506,0.457,13.7,29.8,0.246,0.456,14.1,74.5,0.222,2001
14,Phoenix Suns,51,31,48,2.63,100.3,98,2.3,93.1,0.292,0.156,0.506,0.46,14.1,27.3,0.221,0.46,16.3,73.7,0.252,2001
15,Minnesota Timberwolves,47,35,45,1.81,105.2,103.7,1.5,91.8,0.253,0.131,0.523,0.482,13,28.6,0.199,0.478,14.2,71.9,0.238,2001
16,Orlando Magic,43,39,44,0.39,103.2,102.1,1.1,93.2,0.301,0.196,0.513,0.474,13.8,29.1,0.215,0.464,15.6,69.8,0.29,2001
17,Seattle SuperSonics,44,38,41,0.55,105.6,105.6,0,91.6,0.299,0.176,0.53,0.491,14.3,29.1,0.219,0.488,13.9,69.8,0.199,2001
18,Indiana Pacers,41,41,40,-0.77,102,102.2,-0.2,89.4,0.312,0.18,0.519,0.471,14.5,27,0.239,0.452,12.8,71.4,0.235,2001
19,Detroit Pistons,32,50,36,-2.08,100,101.8,-1.8,94.7,0.325,0.162,0.498,0.453,14.2,29.3,0.234,0.466,14,72.2,0.233,2001
20,Boston Celtics,36,46,35,-2.4,101.4,103.7,-2.3,92.6,0.338,0.252,0.521,0.473,14.7,25.3,0.25,0.493,16,72.7,0.256,2001
21,Denver Nuggets,40,42,34,-1.83,103.7,106.3,-2.6,92.6,0.286,0.21,0.511,0.47,12.8,28.3,0.211,0.476,12.1,71.8,0.223,2001
22,Los Angeles Clippers,31,51,32,-2.23,101.3,104.5,-3.2,89.6,0.319,0.164,0.514,0.476,14.9,28.3,0.221,0.466,12,71.1,0.217,2001
23,Cleveland Cavaliers,30,52,28,-4.48,100.3,104.9,-4.6,91.2,0.312,0.101,0.509,0.459,15.4,29.7,0.239,0.477,14.1,71.1,0.248,2001
24,New Jersey Nets,26,56,26,-5.3,100,105.5,-5.5,91.8,0.328,0.165,0.504,0.452,13.9,25.7,0.249,0.488,14.9,70,0.258,2001
25,Atlanta Hawks,25,57,26,-5.55,98.7,104.3,-5.6,91.9,0.272,0.14,0.5,0.456,15.5,28.9,0.206,0.472,13.8,70.8,0.249,2001
26,Vancouver Grizzlies,23,59,25,-4.94,99.6,105.8,-6.2,91.7,0.289,0.145,0.51,0.464,14.9,26.1,0.223,0.491,13.8,69.8,0.194,2001
27,Washington Wizards,19,63,23,-6.75,100.6,107.8,-7.2,92.7,0.348,0.131,0.514,0.46,15.7,29.7,0.264,0.503,14.1,71.8,0.236,2001
29,Chicago Bulls,15,67,16,-9.09,97.2,107.3,-10.1,89.3,0.298,0.148,0.495,0.45,15.1,26.6,0.22,0.499,14.3,70.3,0.254,2001
1,Sacramento Kings,61,21,61,7.61,109,101.1,7.9,95.6,0.308,0.166,0.539,0.497,12.4,27.9,0.231,0.467,13.6,71.7,0.185,2002
2,Los Angeles Lakers,58,24,60,7.15,109.4,101.7,7.7,92.1,0.313,0.21,0.534,0.498,11.8,28.8,0.218,0.453,13,72,0.233,2002
3,San Antonio Spurs,58,24,59,6.28,106.5,99.7,6.8,90,0.353,0.19,0.539,0.492,13.8,27.2,0.262,0.453,13.7,71.9,0.189,2002
4,New Jersey Nets,52,30,53,3.67,104,99.5,4.5,91.8,0.28,0.175,0.515,0.476,13.4,29.2,0.206,0.459,14.9,71.6,0.213,2002
5,Dallas Mavericks,57,25,53,4.41,112.2,107.7,4.5,92.8,0.288,0.237,0.553,0.507,11.3,26.1,0.232,0.485,12.9,70.7,0.239,2002
6,Minnesota Timberwolves,50,32,51,3.58,109,105.3,3.7,90.5,0.255,0.152,0.532,0.49,12.5,31.3,0.203,0.482,12.7,73.7,0.218,2002
7,Portland Trail Blazers,49,33,50,3.21,107.4,104,3.4,89.3,0.285,0.198,0.528,0.485,13.5,31.8,0.218,0.489,14.2,73.3,0.202,2002
8,Seattle SuperSonics,45,37,50,3.24,108.9,105.6,3.3,89,0.25,0.193,0.54,0.505,13.2,29.4,0.189,0.485,14.5,68.1,0.206,2002
9,Boston Celtics,49,33,48,1.75,103.4,101,2.4,92.5,0.291,0.289,0.52,0.476,12.8,24.1,0.223,0.464,15.1,72.9,0.245,2002
10,Detroit Pistons,50,32,48,1.69,104.8,102.4,2.4,90,0.31,0.24,0.54,0.497,14.3,24.4,0.235,0.474,14.8,70.5,0.206,2002
11,Philadelphia 76ers,43,39,46,1.27,102.1,100.3,1.8,88.9,0.327,0.111,0.507,0.452,14.6,31.7,0.255,0.46,14.2,72.1,0.208,2002
12,Orlando Magic,44,38,46,1.25,107,105.3,1.7,93.2,0.278,0.241,0.533,0.493,12.6,26.3,0.21,0.486,14.4,69.2,0.215,2002
13,Utah Jazz,44,38,44,1.21,105.6,104.6,1,90.3,0.381,0.132,0.529,0.472,15.4,33.5,0.291,0.484,15.9,71.7,0.286,2002
14,Charlotte Hornets,44,38,44,0.57,104.3,103.3,1,89.7,0.32,0.151,0.513,0.466,13.3,30.6,0.238,0.465,13.3,72.2,0.226,2002
15,Indiana Pacers,42,40,42,-0.07,104.1,103.8,0.3,91.9,0.328,0.182,0.527,0.477,14.2,27,0.253,0.469,13.2,71,0.227,2002
16,Milwaukee Bucks,41,41,40,-0.62,106.9,107.1,-0.2,90.2,0.269,0.241,0.544,0.507,13.6,25.6,0.201,0.477,12,70.9,0.217,2002
17,Los Angeles Clippers,39,43,40,-0.09,105.5,106,-0.5,90.1,0.304,0.172,0.519,0.476,13.8,31.3,0.225,0.477,12.1,69.9,0.194,2002
18,Toronto Raptors,42,40,40,-0.71,102.6,103.1,-0.5,88.8,0.255,0.165,0.501,0.463,13.6,31.4,0.189,0.471,14.7,70.1,0.237,2002
19,Phoenix Suns,36,46,39,-0.3,103.3,104,-0.7,91.4,0.235,0.158,0.51,0.472,13.6,30.1,0.18,0.476,14.4,70.2,0.227,2002
20,Washington Wizards,37,45,37,-1.58,104.8,106.4,-1.6,88.3,0.28,0.118,0.508,0.464,12.5,30.7,0.214,0.484,13,71.4,0.214,2002
21,Miami Heat,36,46,36,-1.84,98.5,100.2,-1.7,87.4,0.268,0.141,0.501,0.463,14.6,26.6,0.194,0.455,13.6,74,0.249,2002
